濁,zhuó,,"→ 煩惱濁 (fán nǎo zhuó), 見濁 (jiàn zhuó), 劫濁 (jié zhuó), 命濁 (mìng zhuó), 五濁惡世 (wǔ zhuó è shì), 衆生濁 (zhòng shēng zhuó)",
漸次,jiàn cì,,“gradually”,
演説,yǎn shuō,,"“expounds, preaches, explains”",
演暢,yǎn chàng,,"“preaches, expounds”",
漏盡阿羅漢,lòu jìn ā luó hàn,,"“a arhat, whose outflows are exhausted”",
漏,lòu,,"“outflow, defilement, impurity”","Cf. 無漏 (wú lòu), 有漏 (yǒu lòu)"
漁捕,yú bǔ,,“those who fish”,
滿月,mǎn yuè,,name of a bodhisattva,
滿,mǎn,,“full; fully”,
滅諦,miè dì,,“the truth of suppression (of suffering)”,
滅盡,miè jìn,,"“destroys, destructs; perishes, is destroyed, exhausted”",
滅度,miè dù,,“passes into extinction”,
滅,miè,,"“the complete extinction (of sufferings), nirvāṇa”",
滋茂,zī mào,,"“grows exuberant, flourishes”",
測量,cè liáng,,“measures”,
渠流,qú liú,,"“canals, channels”",
渇仰,kě yǎng,,"“admires, looks up to”",
渇乏,kě fá,,“thirsty and exhausted”,
清淨,qīng jìng,,name of a samādhi,
清涼池,qīng liáng chí,,"“a tranquil, cool pond”",
清涼,qīng liáng,,"“tranquil, cool, tranquillity”",
清信士女,qīng xìn shì nǚ,,“men and women of pure faith”,
淳善地,chún shàn dì,,“a pure and good state” or “a stage of pure goodness”,
深重,shēn zhòng,,“deep and grave”,
深經,shēn jīng,,“a profound scripture”,
深淨,shēn jìng,,“profound and pure”,
深心,shēn xīn,,“thoughts which lie deep in one’s mind”,
深定,shēn dìng,,"“profound concentration, deep meditation”","Cf. 定 (dìng), 禪定 (chán dìng)"
淨道,jìng dào,,"“the pure (Buddha-)Path, pure enlightenment”",Cf. 道 (dào)
淨身,jìng shēn,,name of a buddha,
淨行,jìng xíng,,name of a bodhisattva,
淨藏,jìng zàng,,name of a samādhi,
淨藏,jìng zàng,,name of a prince,
淨華宿王智,jìng huā xiù wáng zhì,,{??},
淨色,jìng sè,,name of a samādhi,
淨眼,jìng yǎn,,name of a prince,
淨琉璃,jìng liú lí,,“pure vaiḍūrya (lapis lazuli)”,
淨照明,jìng zhào míng,,name of a samādhi,
淨明,jìng míng,,“clear and bright”,
淨戒,jìng jiè,,“the pure precepts”,
淨德,jìng dé,,name of a king,
淨德,jìng dé,,name of a queen,
淨德,jìng dé,,name of a samādhi,
淨妙,jìng miào,,“pure and fine”,
淨土,jìng tǔ,,“a pure land” or rather “a neat (ly arranged) world”,
淨光莊嚴,jìng guāng zhuāng yán,,name of a buddha-world,
淨光明,jìng guāng míng,,name of a samādhi,Cf. 淨光 (jìng guāng)
淨光,jìng guāng,,name of a samādhi,Cf. 淨光明 (jìng guāng míng)
淨修,jìng xiū,,“cultivates (chastity) properly”,
涅槃道,niè pán dào,,“the path to nirvāṇa”,
涅槃法,niè pán fǎ,,“the Dharma of nirvāṇa”,
涅槃,niè pán,QYS. niet buân,“nirvāṇa; enters nirvāṇa”,"Cf. 般涅槃 (bān niè pán), 無餘涅槃 (wú yú niè pán), 有餘涅槃 (yǒu yú niè pán)"
海此岸栴檀,hǎi cǐ àn zhān tán,,lit. “the sandalwood (which grows) by the seashore of this side” (a translation of Skt. uragasāra-candana [a kind of sandalwood]),Cf. 栴檀 (zhān tán)
浴池,yù chí,,“a pool”,
流澍,liú shù,,“flows forth”,
注記,zhù jì,,“records”,
泥塗,ní tú,,“plaster”#,
波羅蜜,bō luó mì,QYS. puâ lâ mjiet4,"“pāramitā, perfection”","Cf. 禪波羅蜜 (chán bō luó mì), 羼提波羅蜜 (chàn tí bō luó mì), 方便波羅蜜 (fāng biàn bō luó mì), 六波羅蜜 (liù bō luó mì), 毘梨耶波羅蜜 (pí lí yē bō luó mì), 尸羅波羅蜜 (shī luó bō luó mì), 檀波羅蜜 (tán bō luó mì), 五波羅蜜 (wǔ bō luó mì), 彼岸 (bǐ àn)"
波羅羅,bō luó luó,QYS. puâ lâ lâ,"a transliteration of a certain Middle Indic form of Skt. pāṭala (Bignonia Suaveolens, name of a tree which bears the trumpet-flower) (cf. Krsh. 349)",
波羅柰,bō luó nài,QYS. puâ lâ nâi-[nâ-],name of a city,
波旬,bō xún,QYS. puâ zjwen,"a transliteration of Skt. Pāpīyān (an epithet of Māra, “the Evil [One]”)",
波利質多羅,bō lì zhì duō luó,QYS. puâ li- tśjet tâ lâ,"a transliteration which corresponds with BHS. pāracitraka (a coral tree, a tree in Indra’s heaven)","Cf. 波利質多 (bō lì zhì duō), 天樹王 (tiān shù wáng)"
波利質多,bō lì zhì duō,QYS. puâ li- tśjet tâ,"an incomplete transliteration which corresponds with BHS. pāracitraka (a coral tree, a tree in Indra’s heaven)","Cf. 波利質多羅 (bō lì zhì duō luó), 天樹王 (tiān shù wáng)"
法鼓,fǎ gǔ,,“the Drum of the Dharma”,"Cf. 大法鼓 (dà fǎ gǔ), 甘露法鼓 (gān lù fǎ gǔ)"
法音方便,fǎ yīn fāng biàn,,name of a dhāraṇī,
法音,fǎ yīn,,"“sound of the Dharma, teachings of the Buddha”",
法雨,fǎ yǔ,,“the rain of the Dharma”,Cf. 大法雨 (dà fǎ yǔ)
法門,fǎ mén,,"“Dharma-gate; the Buddha’s teaching, a gateway to the Dharma”",
法輪,fǎ lún,,“the Dharma-wheel”,"Cf. 十二行法輪 (shí èr xíng fǎ lún), 四諦法輪 (sì dì fǎ lún), 無上法輪 (wú shàng fǎ lún)"
法螺,fǎ luó,,“the conch of the Dharma”,Cf. 大法螺 (dà fǎ luó)
法藏,fǎ zàng,,"“store of the Dharma, the treasure-house of the Dharma, all the Buddhist teachings”",Cf. 法寶藏 (fǎ bǎo zàng)
法華經,fǎ huā jīng,,“the Lotus Sutra”,
法華,fǎ huā,, (1) “the Lotus Sutra”,Cf. 法花 (fǎ huā)
法華,fǎ huā,, (2) (name of a samādhi {??},
法花經,fǎ huā jīng,,“the Lotus Sutra”,
法花,fǎ huā,,“the Lotus Sutra”,Cf. 法華 (fǎ huā) (1)
法眼,fǎ yǎn,,“the Dharma-eye”,
法王子,fǎ wáng zǐ,,"“a son of the Dharma King; a Dharma prince, prince of the doctrine”",
法王,fǎ wáng,,“the king of the Dharma”,"Cf. 法之王 (fǎ zhī wáng), 破有法王 (pò yǒu fǎ wáng), 諸法王 (zhū fǎ wáng), 大法王 (dà fǎ wáng)"
法服,fǎ fú,,"“the robe of the Dharma, the robe of a Buddhist monk”",
法會,fǎ huì,,“the Dharma assembly”,
法明,fǎ míng,,name of a buddha,
法施,fǎ shī,,“a gift of (or in) the Dharma; a donation made in accordance with the Dharma”,
法意,fǎ yì,,name of a prince,
法性,fǎ xìng,,“the nature of the Dharma”,
法座,fǎ zuò,,“the Dharma-seat”,Cf. 師子法座 (shī zǐ fǎ zuò)
法師,fǎ shī,,"“a Dharma-master, a Dharma-preacher”",Cf. 大法師 (dà fǎ shī)
法寶藏,fǎ bǎo zàng,,"“the treasure-house of the Dharma, all the Buddhist teachings”",Cf. 法藏 (fǎ zàng)
法子,fǎ zǐ,,“the heir of the Dharma”,
法國土,fǎ guó tǔ,,“the land of the Dharma”,
法喜食,fǎ xǐ shí,,“the meal of delight in the Dharma”,Cf. 法喜 (fǎ xǐ)
法喜,fǎ xǐ,,"“delight in the Dharma”, “(the meal of) delight in the Dharma”#",Cf. 法喜食 (fǎ xǐ shí)
法印,fǎ yìn,,“the seal of the Dharma”,
法化,fǎ huà,,“conversion through the Dharma; instruction of the Dharma”,
法利,fǎ lì,,"“advantage gained from the Dharma, benefit of the Law”",Cf. 大法利 (dà fǎ lì)
法住,fǎ zhù,,“the stability of the Dharma”,
法位,fǎ wèi,,“the state of the Dharma”,
法之王,fǎ zhī wáng,,“the king of the Dharma”,Cf. 法王 (fǎ wáng)
法,fǎ,,"“as a rule, normally, comforming to what is expected”#",
法,fǎ,,name of a kiṃnara king,
況復,kuàng fù,,“how much more”,
沫泡,mò pào,,"“bubbles, foam”",
沙彌,shā mí,QYS. ṣa mjie4[mjie:4],a transliteration of Skt. śrāmaṇera (“a novice”),
沒在,mò zài,,“sinks in”#,
沈水,chén shuǐ,,"“aloes, agalloch”",
決了,jué liǎo,,"“precisely understands, concludes, resolves (doubts)”",
決,jué,,"“prophecy, prediction; explanation, elucidation”",Cf. 記 (jì)
汝身,rǔ shēn,,"“yourself, you”",Cf. 我身 (wǒ shēn)
求名,qiú míng,,name of a bodhisattva,
水腹,shuǐ fù,,"“abdominal dropsy”# or “dropsy, hydrops, oedema”#",Cf. 水腫 (shuǐ zhǒng)
水腫,shuǐ zhǒng,,"“dropsy, hydroncus, hydrops, oedema”",Cf. 水腹 (shuǐ fù)
毛孔,máo kǒng,,“pore”,
毘陀羅,pí tuó luó,QYS. bi4 dâ lâ,a transliteration of Skt. vetāla (a kind of demon; BHS. vetāḍa),Cf. 韋陀羅 (wéi tuó luó)
毘藍婆,pí lán pó,QYS. bi4 lâm buâ, (name of a female demon),
毘舍闍鬼,pí shè shé guǐ,,“a piśāca demon”,Cf. 毘舍闍 (pí shè shé)
毘舍闍,pí shè shé,QYS. bi4 śja- źja,a transliteration of Skt. piśāca (“a class of demons”),Cf. 毘舍闍鬼 (pí shè shé guǐ)
毘沙門天王,pí shā mén tiān wáng,,“the god king Vaiśramaṇa (Vaiśravaṇa)”,Cf. 毘沙門 (pí shā mén)
毘沙門,pí shā mén,QYS. bi4 ṣa muən,"a transliteration of a certain Middle Indic form which corresponds with BHS. Vaiśramaṇa (= Skt. Vaiśravaṇa [= Kubera], name of a god)",Cf. 毘沙門天王 (pí shā mén tiān wáng)
毘梨耶波羅蜜,pí lí yē bō luó mì,QYS. bi4 li jia[zja] puâ lâ mjiet4,a transliteration of Skt. vīrya-pāramitā (“perfection of vigour”),
毘摩質多羅,pí mó zhì duō luó,QYS. bi4 muâ tśjet tâ lâ,name of an asura king,
比丘僧,bǐ qiū sēng,QYS. bi4[bi-4] khjəu səng,a transliteration of Skt. bhikṣu-saṅgha (“a community of Buddhist monks”),"Cf. 僧 (sēng), 衆僧 (zhòng sēng)"
毀罵,huǐ mà,,"“maligns, slanders”",
段段,duàn duàn,,“in pieces”,
殊特,shū tè,,“distinguished”,
殊妙,shū miào,,“excellent”,Cf. 姝妙 (shū miào)
殊勝,shū shèng,,"“outstanding, distinguished”",
死魔,sǐ mó,,“the Māra of death”,
歸趣,guī qù,,"“comes to, turns towards, returns”",
歸請,guī qǐng,,“puts one’s trust in and begs”,
歸信,guī xìn,,“submits to in faith”,
此間,cǐ jiān,,“here”,
此輩,cǐ bèi,,“these”,Cf. 輩 (bèi) etc.
正遍知,zhèng biàn zhī,,“one who has right and universal knowledge” (one of the epithets of a buddha),
正覺,zhèng jué,,“perfect enlightenment”,"Cf. 等正覺 (děng zhèng jué), 最正覺 (zuì zhèng jué)"
正見,zhèng jiàn,,"“right view, correct view”","Cf. 見 (jiàn) (1), 妄見 (wàng jiàn), 邪見 (xié jiàn)"
正法,zhèng fǎ,,"“an orthodox (or correct) doctrine (of the Buddha), the true Dharma”",
正定聚,zhèng dìng jù,,"“assembly of those who are rightly settled, i.e. those who are certain to attain enlightenment”",
正使,zhèng shǐ,,"“even if, even though”",
止住,zhǐ zhù,,"“dwells, stays”",Cf. 住止 (zhù zhǐ)
歡喜,huān xǐ,,name of a buddha-world,
歘然,xū rán,,“suddenly”,
歌唄頌,gē bài sòng,,“sings hymns of praise”,Cf. 歌唄 (gē bài)
歌唄,gē bài,,“sings”,Cf. 歌唄頌 (gē bài sòng)
欺怠,qī dài,,"“deceives, cheats”",
欲樂,yù yào,,"“desires, inclinations”",Cf. 樂欲 (yào yù)
欲想,yù xiǎng,,“thought of desire”,
欲性,yù xìng,,"“inclinations, dispositions”",
欣仰,xīn yǎng,,"“respects, admires”",
次復,cì fù,,"“thereafter, then”",Cf. 復次 (fù cì)
欄楯,lán shǔn,,“railing”,
檢繫,jiǎn jì,,"“shackles, fetters, binds”",
檀波羅蜜,tán bō luó mì,QYS. dân puâ lâ mjiet4,a transliteration of Skt. dāna-pāramitā (“perfection of giving”),
樓閣,lóu gé,,"“a lofty building, a storeyed building”",
樂音,lè yīn,,name of a gandharva king,
樂説辯才,lè shuō biàn cái,,“the ability of preaching with joy and eloquence”,"Cf. 辯才 (biàn cái), 樂説辯力 (lè shuō biàn lì)"
樂説辯力,lè shuō biàn lì,,“the power of preaching with joy and eloquence”,"Cf. 辯才 (biàn cái), 樂説辯才 (lè shuō biàn cái)"
樂著,lè zhuó,,“is attached to”,Cf. 戀著 (liàn zhuó)
樂欲,lè yù,,→ 樂欲 (yào yù),
樂欲,yào yù,,"“wishes, desires”","Cf. 欲樂 (yù yào), 願樂欲 (yuàn yào yù)"
樂具,lè jù,,"“aids to pleasure, instruments of enjoyment”",
樂,lè,,name of a gandharva king,
業緣,yè yuán,,“deeds as conditions (of good or bad recompense)”,
業報,yè bào,,"“retribution for deeds, karmic rewards”",Cf. 果報 (guǒ bào)
楚毒,chǔ dú,,"“torment, great suffering”",
椽梠,chuán lǚ,,“rafters and eaves”,
椽柱,chuán zhù,,“rafters and pillars”,
棄捨,qì shě,,"“abandons, casts aside, discards”",
梵音,fàn yīn,,"“Brahmā’s voice, heavenly sound, a beautiful and deep voice”",
梵行,fàn xíng,,"“Brahma-conduct, conduct of purity, chastity”",Cf. 同梵行者 (tóng fàn xíng zhě)
梵相,fàn xiàng,,name of a buddha,
梵王,fàn wáng,,“a Brahmā king”,Cf. 梵天王 (fàn tiān wáng)
梵志,fàn zhì,,“a brahman”,
梵宮,fàn gōng,,“palaces of the Brahmā gods”,
梵天王,fàn tiān wáng,,“the King of the Brahmā heaven”,"Cf. 大梵天王 (dà fàn tiān wáng), 梵王 (fàn wáng)"
梵天,fàn tiān,,“the Brahmā heaven”,Cf. 梵世 (fàn shì)
梵世,fàn shì,,“the Brahmā world”,Cf. 梵天 (fàn tiān)
梵,fàn,,“the god Brahmā”#,
桂香,guì xiāng,,“the scent of cassia”,Cf. 多伽羅 (duō qié luó)
根力,gēn lì,,“faculties and powers”,
根,gēn,,"“power, force, capacity; faculty of sense-organ”","Cf. 鈍根 (dùn gēn), 利根 (lì gēn), 六根 (liù gēn), 無根 (wú gēn), 眼根 (yǎn gēn), 意根 (yì gēn)"
栴檀,zhān tán,QYS. tśjän dân,"“sandal, sandalwood” (a transliteration of Skt. candana)","Cf. 海此岸栴檀 (hǎi cǐ àn zhān tán), 堅黒栴檀 (jiān hēi zhān tán), 牛頭栴檀 (niú tóu zhān tán)"
校飾,jiào shì,,"“decorates, adorns”",
柱根,zhù gēn,,“base of a pillar”,
柔伏,róu fú,,"“mollifies, appeases”",Cf. 調伏 (tiáo fú)
枷鎖,jiā suǒ,,“a pillory and chains”,
果樹,guǒ shù,,→ 菓樹 (guǒ shù),
果報,guǒ bào,,"“result, effect, reward or retribution (of one’s karma)”",Cf. 業報 (yè bào)
林野,lín yě,,"“forest, wood”",
杻械,chǒu xiè,,“manacles and fetters”,
杖捶,zhàng chuí,,“stick” or “stick and whip”,
村營,cūn yíng,,“villages”,
朽邁,xiǔ mài,,"“aged, old”",
朽故,xiǔ gù,,"“old and rotten, decayed”",Cf. 久故 (jiǔ gù)
本願,běn yuàn,,“an original vow”,
本生,běn shēng,,“(stories of) the previous lives (of the Buddha)” (a translation of Skt. jātaka),
本土,běn tǔ,,“one’s original land”,
本光瑞,běn guāng ruì,,“a former auspicious portent (indicated) by a ray of light”,
本事,běn shì,,"“former matters, former affairs”",
末香,mò xiāng,,"“powdered scent, incense powder”",
末法,mò fǎ,,“(the period of) the decadent Dharma”,
末後,mò hòu,,"“later, in future; at the very end”",Cf. 最末後身 (zuì mò hòu shēn)
末利,mò lì,QYS. muât li-,"an incomplete transliteration of Skt. mallikā (Jasminum Zambac, a kind of jasmine)",
未曾有,wèi céng yǒu,,"“(matters which) have never been before, miracle tales” (a translation of Skt. adbhuta); “(an emotion aroused by something which) has never been before, i.e. wonder, marvel, surprise, wonderment, amaze” (a translation of Skt. adbhuta)",
未來世,wèi lái shì,,"“ages to come, future”","Cf. 當來世 (dāng lái shì), 來世 (lái shì)"
未來,wèi lái,,“future”,
木櫁,mù mì,,“hovenia” (a kind of wood for incense),
有餘涅槃,yǒu yú niè pán,,“nirvāṇa with residue”,"Cf. 涅槃 (niè pán), 無餘涅槃 (wú yú niè pán)"
有頂處,yǒu dǐng chù,,"“the peak of existence, the highest point of the universe” (a translation of Skt. Bhavâgra [“the highest point of the universe, of existence; the limit of existence”; cf. BHSD, s.v.])","Cf. 有頂 (yǒu dǐng), 有頂天 (yǒu dǐng tiān)"
有頂天,yǒu dǐng tiān,,"“the Peak of Existence heaven” (a translation of Skt. Bhavâgra [“the highest point of the universe, of existence; the limit of existence”; cf. BHSD, s.v.])","Cf. 有頂 (yǒu dǐng), 有頂處 (yǒu dǐng chù), 阿迦尼吒天 (ā jiā ní zhā tiān)"
有頂,yǒu dǐng,,"“the peak of existence, the highest point of the universe” (a translation of Skt. Bhavâgra [“the highest point of the universe, of existence; the limit of existence”; cf. BHSD, s.v.])","Cf. 有頂處 (yǒu dǐng chù), 有頂天 (yǒu dǐng tiān)"
有結,yǒu jié,,"“binding to existence, bonds of existence”",
有爲,yǒu wéi,,“constituted things”,
有無見,yǒu wú jiàn,,“(false) views about existence and nonexistence”,
有漏,yǒu lòu,,"“outflow, defilement, impurity”","Cf. 漏 (lòu), 無漏 (wú lòu)"
有意,yǒu yì,,name of a prince,
有寶,yǒu bǎo,,name of a kalpa,
有,yǒu,,“existence”,
月天子,yuè tiān zǐ,,“the moon ––– the son of gods”,Cf. 日天子 (rì tiān zǐ)
月天子,yuè tiān zǐ,,name of a god,
月光,yuè guāng,,name of a bodhisattva,
會衆,huì zhòng,,“people of an assembly”,
曼陀華,màn tuó huā,,“flowers of mā̌ndārava (a kind of heavenly plant)”,"Cf. 曼陀 (màn tuó), 曼陀羅 (màn tuó luó), 曼陀羅華 (màn tuó luó huā)"
曼陀羅華 or 花,màn tuó luó huā,,“flowers of mā̌ndārava (a kind of heavenly plant)”,"Cf. 摩訶曼陀羅華 (mó hē màn tuó luó huā), 曼陀 (màn tuó), 曼陀華 (màn tuó huā), 曼陀羅 (màn tuó luó)"
曼陀羅,màn tuó luó,QYS. mjwɒn-[muân-] dâ lâ,“(flowers of) mā̌ndārava (a kind of heavenly plant)”,"Cf. 曼陀 (màn tuó), 曼陀羅華 (màn tuó luó huā), 摩訶曼陀羅 (mó hē màn tuó luó)"
曼陀,màn tuó,QYS. mjwɒn-[muân-] dâ,an incomplete transliteration of Skt. mā̌ndārava (a kind of heavenly plant),"Cf. 曼陀華 (màn tuó huā), 曼陀羅 (màn tuó luó), 曼陀羅華 (màn tuó luó huā)"
曼殊沙華,màn shū shā huā,,“flowers of mañjūṣaka (a kind of heavenly plant)”,"Cf. 曼殊沙 (màn shū shā), 摩訶曼殊沙華 (mó hē màn shū shā huā)"
曼殊沙,màn shū shā,QYS. mjwɒn-[muân-] źju ṣa,a transliteration of mañjūṣaka (a kind of heavenly plant),Cf. 曼殊沙華 (màn shū shā huā)
書寫,shū xiě,,“writes”,
曲齒,qū chǐ,,name of a female demon,
曲戾,qū lì,,“crooked”,
曉了,xiǎo liǎo,,"“has a deep understanding of, knows thoroughly”",
智積,zhì jī,,the eldest son of a former Buddha,
智慧門,zhì huì mén,,“the gate to the wisdom (of buddhas)”,
智性,zhì xìng,,“intelligence”,
智印,zhì yìn,,name of a samādhi,
普香,pǔ xiāng,,name of a god,
普門品,pǔ mén pǐn,,name of a chapter of the Lotus Sutra,
普門,pǔ mén,,"“facing towards all sides” (?) (lit. “the universal gateway”, a literal translation of BHS. samanta-mukha “facing towards all sides”. Skt. mukha means “an entrance, gate” as well as “the mouth, face”)",
普賢道,pǔ xián dào,,“the way of Universal Worthy (Samantabhadra)”,Cf. 普賢行 (pǔ xián xíng)
普賢行,pǔ xián xíng,,“the practice of Universal Worthy (Samantabhadra)”,Cf. 普賢道 (pǔ xián dào)
普賢,pǔ xián,,name of a bodhisattva,
普等,pǔ děng,,"“universal, impartial, equally”",
普皆,pǔ jiē,,“all”,
普智尊,pǔ zhì zūn,,“a venerable one who possesses universal (or impartial) wisdom”,Cf. 普智 (pǔ zhì)
普智,pǔ zhì,,“one who possesses universal (or impartial) wisdom”,Cf. 普智尊 (pǔ zhì zūn)
普明,pǔ míng,,name of a buddha,
時時,shí shí,,“once at great intervals of time”,Cf. 時 (shí)
時,shí,,"“once at great intervals of time, occasionally”",Cf. 時時 (shí shí)
是處,shì chù,,→ 無有是處 (wú yǒu shì chù),
昔來,xī lái,,“from past times” or “in the past”,
明行足,míng xíng zú,,“one who is perfect in knowledge and conduct” (one of the epithets of a buddha),
明利,míng lì,,“clear and sharp”,
明了,míng liǎo,,"“penetrating, sharp; understands clearly; sees clearly”",
日月燈明,rì yuè dēng míng,,name of a buddha,Cf. 燈明 (dēng míng)
日月淨明德,rì yuè jìng míng dé,,name of a buddha,
日星宿,rì xīng xiù,,name of a samādhi,
日旋,rì xuán,,name of a samādhi,
日天子,rì tiān zǐ,,“the sun ––– the son of gods”,Cf. 月天子 (yuè tiān zǐ)
旣已,jì yǐ,,“already”,
族姓,zú xìng,,“a great clan; men of great clans”,
旋,xuán,,name of a dhāraṇī,
旃陀羅,zhān tuó luó,QYS. tśjän dâ lâ,"a transliteration of Skt. caṇḍāla (“an outcast, man of the lowest and most despised of the mixed tribes”[MW])",
施無畏者,shī wú wèi zhě,,“one who gives fearlessness” (an epithet of Avalokiteśvara),
施主,shī zhǔ,,“a donor”,Cf. 大施主 (dà shī zhǔ)
於時,yú shí,,"“at that time, then”",
於…意云何,yú ... yì yún hé,,“what is (your) opinion?”,
於,yú,,"a preposition, which shows that the following noun is the direct object of the verb.",Cf. 于 (yú)
方宜,fāng yí,,"“expedient devices, skilful means”",
方便門,fāng biàn mén,,“the gate of expedient devices”,
方便波羅蜜,fāng biàn bō luó mì,,“perfection of expedient means”,
方便力,fāng biàn lì,,“the power of expedient devices”,
方便,fāng biàn,,"“expedient devices, skilful means”",
方,fāng,,"“but, however, nevertheless”",
斷壞,duàn huài,,"“gets broken into pieces, collapses”",
新發意,xīn fā yì,,"“those, who have but newly awakened the mind (for enlightenment)”",
斯陀含道,sī tuó hán dào,,“the path (or stage) of a sakṛdāgāmin (‘one who is destined to have only one more incarnation in this world’)”,
斯陀含,sī tuó hán,QYS. sje dâ γậm,a transliteration of Skt. sakṛdāgāmin (“one who is destined to have only one more incarnation in this world”),Cf. 斯陀含道 (sī tuó hán dào)
斗秤,dǒu chèng,,“measures and scales”,
文筆,wén bǐ,,"“writing, literature”",
文殊師利,wén shū shī lì,QYS. mjuən źju ṣi li-,name of a bodhisattva,
數知,shǔ zhī,,“calculates and knows”,
敷演,fū yǎn,,"“expounds, elaborates”",
救護,jiù hù,,“saves and protects”,
救一切,jiù yī qiè,,a Mahābrahman god,
故,gù,," (1) “still, yet”",Cf. 猶故 (yóu gù)
故,gù,," (2) “for a special purpose, specially”",
擲置,zhì zhì,,"“throws, flings”",
擯出,bìn chū,,"“drives out, expels”",
擣篩,dǎo shāi,,“pounds and sifts”,
摩那斯,mó nà sī,QYS. muâ nâ- sje,name of a dragon king [nāgarāja],
摩訶迦葉,mó hē jiā shè[yè],QYS. muâ xâ kja[ka] śjäp[jiäp],name of a disciple of the Buddha,
摩訶迦旃延,mó hē jiā zhān yán,QYS. muâ xâ kja[ka] tśjän jiän,name of a disciple of the Buddha,
摩訶薩,mó hē sà,QYS. mó hē sât-,a transliteration of Skt. mahāsattva (“great being”),
摩訶目眞隣陀,mó hē mù zhēn lín tuó,QYS. muâ xâ mjuk tśjen ljen dâ,name of a mountain,Cf. 目眞隣陀 (mù zhēn lín tuó)
摩訶目犍連,mó hē mù qián[jiān] lián,QYS. muâ xâ mjuk gjän3[kjɒn] ljän,name of a disciple of the Buddha,Cf. 大目揵連 (dà mù qián lián)
摩訶波闍波提,mó hē bō shé bō tí,QYS. muâ xâ puâ źja puâ diei,name of the aunt of the Buddha,
摩訶曼陀羅華,mó hē màn tuó luó huā,,“flowers of mahāmāndārava (a kind of heavenly plant)”,Cf. 曼陀羅華 (màn tuó luó huā)
摩訶曼陀羅,mó hē màn tuó luó,QYS. muâ xâ mjwɒn-[muân-] dâ lâ,“(flowers of) mahāmāndārava (a kind of heavenly plant)”,"Cf. 摩訶曼陀羅華 (mó hē màn tuó luó huā), 曼陀羅 (màn tuó luó)"
摩訶曼殊沙華,mó hē màn shū shā huā,QYS. muâ xâ mjwɒn-[muân-] źju ṣa,“flowers of mahāmañjūṣaka (a kind of heavenly plant)”,Cf. 曼殊沙華 (màn shū shā huā)
摩訶拘絺羅,mó hē jū chī luó,"QYS. muâ xâ kəu[kju, gju] ṭhi lâ",name of a disciple of the Buddha,
摩訶彌樓,mó hē mí lóu,QYS. muâ xâ mjie4[mjie:4] ləu,transliteration of Skt. Mahāmeru (name of a mountain),Cf. 彌樓 (mí lóu)
摩睺羅伽,mó hóu luó qié,QYS. muâ γəu[γəu-] lâ gja,"a transliteration of Skt. mahoraga (a great serpent, a class of demon)",
摩尼珠,mó ní zhū,,“maṇi gem”,Cf. 摩尼 (mó ní)
摩尼,mó ní,QYS. muâ ṇi[niei-],"a transliteration of Skt. maṇi (“a jewel, gem”)",Cf. 摩尼珠 (mó ní zhū)
摧朽,cuī xiǔ,,“broken and rotten”#,
摣掣,zhā chè,,“grabs and pulls”,
搏撮,bó cuō,,"“clutches, grapples, grabs”",
推覓,tuī mì,,"“seeks, looks for”",
捶打,chuí dǎ,,“beats (with a stick)”,
捨去,shě qù,,"“quits, leaves”",
捨,shě,,→ 自捨 (zì shě),
持説,chí shuō,,“holds and preaches”#,
持瓔珞,chí yīng luò,,name of a female demon,
持法,chí fǎ,,name of a kiṃnara king,
持地,chí dì,,name of a bodhisattva,
持國天王,chí guó tiān wáng,,“the god king Nation-Holder”,
持以,chí yǐ,,"“with, by means of”",Cf. 以用 (yǐ yòng)
持,chí,,"“with, by means of”",Cf. 持以 (chí yǐ)
拜跪,bài guì,,“kneels in worship”,
拘鞞陀羅,jū pí tuó luó,"QYS. kəu[kju, gju] biei[pjie4, pjie:4] dâ lâ",a transliteration of Skt. kovidāra (a kind of heavenly plant),
拔濟,bá jì,,"“rescues, saves”",
抹香,mǒ xiāng,,→ 末香 (mò xiāng),
抄劫,chāo jié,,“plunders”,
承攬,chéng lǎn,,"“grasps, clasps”#",
打擲,dǎ zhì,,“beats”,
手脚,shǒu jiǎo,,"“hands and feet, limbs”",
手筆,shǒu bǐ,,“a writing”,
所謂,suǒ wèi,,"“that is to say, namely, to wit”",
所見,suǒ jiàn,,"a particle, used to form a phrase with a passive meaning",
所可,suǒ kě,,"“what, that which, those whom etc.” (a particle used before a verb to form a noun construction)",
房舍,fáng shè,,“a house”,
戲論,xì lùn,,"“asserts frivolously, frivolous assertions”",
或當,huò dāng,,"“maybe, I am afraid”",
或復,huò fù,,“or”,Cf. 復 (fù)
我身,wǒ shēn,,"“I myself, I”",Cf. 汝身 (rǔ shēn)
我見,wǒ jiàn,,“(false) views of self”,
我等輩,wǒ děng bèi,,“we”,Cf. 輩 (bèi) etc.
我慢心,wǒ màn xīn,,"“arrogance, pride, haughtiness”",
我慢,wǒ màn,,"“arrogance, pride, haughtiness”",
成滿,chéng mǎn,,"“attains perfection, becomes complete”",
成得,chéng dé,,→ 得成 (dé chéng),
戀著,liàn zhuó,,"“clings to, is attached to”",Cf. 樂著 (lè zhuó)
懸遠,xuán yuǎn,,"“remote, far away”",
懊惱,ào nǎo,,"“saddened, is vexed, annoyed”",
應當,yīng dāng,,"“should, ought to”",
